idcliente,zona,pais,tipodeproducto,canaldeventa,prioridad,fechapedido,idpedido,fechaenvio,unidades,preciounitario,costeunitario,importeventatotal,importecostetotal
C2940,Africa,Morocco,CArnicos,Offline,CrItica,8/05/2021,294081532,24/05/2021,4115,421.89001,364.69,1736077.4,1500699.4
C1781,CentroamErica y Caribe,Dominica,Ropa,Offline,Media,30/03/2022,178100669,9/05/2022,2801,109.28,35.84,306093.28,100387.84
C2514,Africa,Cameroon,DomEstico,Offline,Media,21/10/2020,251482903,6/11/2020,8234,668.27002,502.54001,5502535,4137914.3
C8486,Asia,Nepal,CArnicos,Offline,Baja,4/12/2021,848652064,20/12/2021,3860,421.89001,364.69,1628495.4,1407703.4
C1243,Europa,Albania,Cereales,Online,CrItica,25/04/2022,124344480,16/05/2022,5150,205.7,117.11,1059355,603116.5
C8036,Asia,Maldives,Cuidado personal,Online,Baja,8/07/2020,803608977,10/07/2020,4609,81.730003,56.669998,376693.56,261192.03
C7318,Africa,Turkey,Ropa,Offline,Alta,14/03/2021,731806886,28/04/2021,6775,109.28,35.84,740372,242816
C5246,Australia y OceanIa,New Zealand,Verduras,Offline,CrItica,12/04/2022,524612033,1/05/2022,3213,154.06,90.93,494994.78,292158.09
C4180,Africa,Lebanon,Cereales,Offline,Alta,27/01/2022,418010747,7/02/2022,7524,205.7,117.11,1547686.8,881135.63
C7183,Europa,Luxembourg,Ropa,Online,Baja,26/09/2020,718301856,12/11/2020,336,109.28,35.84,36718.078,12042.24
C4520,Africa,Togo,Ropa,Online,Media,7/09/2021,452096688,18/09/2021,4311,109.28,35.84,471106.09,154506.23
C5163,Europa,Hungary,Cuidado personal,Offline,Alta,31/07/2021,516319072,31/08/2021,9142,81.730003,56.669998,747175.69,518077.13
C5282,Europa,Lithuania,DomEstico,Online,Baja,10/05/2020,528205335,24/06/2020,6551,668.27002,502.54001,4377837,3292139.5
C1753,Asia,Bangladesh,Material de oficina,Offline,Media,19/08/2022,175304305,18/09/2022,5294,651.21002,524.96002,3447505.8,2779138.3
C5654,Asia,China,Bebida,Online,Baja,28/12/2021,565477311,22/01/2022,6157,47.450001,31.790001,292149.66,195731.03
C1768,Africa,Equatorial Guinea,CArnicos,Offline,Media,5/06/2022,176898181,16/06/2022,6958,421.89001,364.69,2935510.5,2537513
C7080,Europa,Belgium,Cereales,Offline,Media,14/08/2022,708053243,12/09/2022,7544,205.7,117.11,1551800.8,883477.81
C3277,Africa,Turkey,Snacks,Online,Alta,20/03/2020,327741324,29/03/2020,4796,152.58,97.440002,731773.69,467322.25
C4250,Asia,Indonesia,Cuidado personal,Offline,Media,7/11/2021,425073754,22/12/2021,7625,81.730003,56.669998,623191.25,432108.75
C6594,Europa,Russia,Frutas,Online,Baja,8/09/2021,659474360,25/09/2021,1973,9.3299999,6.9200001,18408.09,13653.16
C3106,Europa,Armenia,CArnicos,Online,Media,5/01/2020,310679471,27/01/2020,5814,421.89001,364.69,2452868.5,2120307.8
C5287,CentroamErica y Caribe,Belize,CosmEticos,Online,CrItica,19/10/2021,528737914,1/12/2021,4153,437.20001,263.32999,1815691.6,1093609.5
C2840,Europa,Finland,Snacks,Offline,Alta,30/12/2020,284011018,25/01/2021,4026,152.58,97.440002,614287.06,392293.44
C4171,Australia y OceanIa,Samoa ,Alimento infantil,Offline,Baja,14/12/2021,417172610,19/12/2021,9501,255.28,159.42,2425415.3,1514649.4
C4892,Africa,The Gambia,CosmEticos,Offline,CrItica,4/11/2020,489209020,5/12/2020,6675,437.20001,263.32999,2918310,1757727.8
C1314,Europa,Greece,DomEstico,Online,Baja,25/05/2021,131419074,3/07/2021,8679,668.27002,502.54001,5799915.5,4361544.5
C3954,Europa,Finland,Bebida,Online,CrItica,7/01/2022,395414102,4/02/2022,674,47.450001,31.790001,31981.301,21426.461
C6031,CentroamErica y Caribe,Trinidad and Tobago,Cereales,Offline,Baja,5/02/2020,603117930,12/03/2020,4853,205.7,117.11,998262.13,568334.81
C5967,Asia,Vietnam,Frutas,Online,Baja,27/12/2021,596766889,11/01/2022,5439,9.3299999,6.9200001,50745.871,37637.879
C2889,Asia,Indonesia,Cuidado personal,Offline,Media,6/08/2021,288909804,10/08/2021,3686,81.730003,56.669998,301256.78,208885.63
C1124,Europa,Norway,Cereales,Online,Media,16/10/2021,112408006,23/10/2021,2882,205.7,117.11,592827.38,337511.03
C5704,Africa,Zimbabwe,Cuidado personal,Offline,CrItica,27/07/2021,570435321,11/08/2021,3343,81.730003,56.669998,273223.38,189447.81
C8864,Africa,Namibia,Alimento infantil,Online,CrItica,28/04/2020,886478078,29/05/2020,7418,255.28,159.42,1893667,1182577.5
C3543,Australia y OceanIa,Tonga,Cereales,Online,Alta,17/02/2022,354335105,7/04/2022,4487,205.7,117.11,922975.88,525472.56
C5881,Asia,Malaysia,CArnicos,Online,CrItica,18/01/2020,588117730,11/02/2020,5960,421.89001,364.69,2514464.5,2173552.5
C5722,Africa,Egypt,Bebida,Online,CrItica,21/05/2020,572249782,21/05/2020,282,47.450001,31.790001,13380.9,8964.7803
C7114,Africa,Saudi Arabia,DomEstico,Offline,Baja,16/04/2021,711467587,23/05/2021,7924,668.27002,502.54001,5295371.5,3982127
C5808,CentroamErica y Caribe,Panama,Material de oficina,Online,CrItica,26/09/2022,580819976,24/10/2022,6393,651.21002,524.96002,4163185.5,3356069.3
C2756,CentroamErica y Caribe,Haiti,Material de oficina,Online,Media,27/03/2022,275668275,30/04/2022,5223,651.21002,524.96002,3401269.8,2741866
C8616,Africa,Mauritania,Cereales,Offline,Alta,30/12/2021,861686313,30/12/2021,983,205.7,117.11,202203.09,115119.13
C3248,Africa,The Gambia,CArnicos,Offline,CrItica,8/10/2021,324860417,18/11/2021,2271,421.89001,364.69,958112.19,828211
C3214,Europa,Ireland,Snacks,Offline,CrItica,12/04/2020,321489417,13/04/2020,4718,152.58,97.440002,719872.44,459721.91
C3281,Europa,San Marino,CosmEticos,Online,Baja,14/05/2022,328184640,29/06/2022,5983,437.20001,263.32999,2615767.5,1575503.4
C7918,Africa,United Arab Emirates,Material de oficina,Offline,Baja,30/05/2020,791869914,22/06/2020,760,651.21002,524.96002,494919.59,398969.59
C8797,Africa,Mauritania,Cuidado personal,Online,Media,28/06/2021,879781568,17/08/2021,5771,81.730003,56.669998,471663.84,327042.56
C7294,CentroamErica y Caribe,Nicaragua,CArnicos,Offline,CrItica,19/03/2020,729468429,13/04/2020,4773,421.89001,364.69,2013681,1740665.4
C9987,Asia,Malaysia,Ropa,Offline,Alta,5/03/2020,998791825,21/03/2020,3551,109.28,35.84,388053.28,127267.84
C6159,Africa,Zambia,CosmEticos,Online,Alta,30/01/2021,615925586,25/02/2021,4923,437.20001,263.32999,2152335.5,1296373.6
C8293,Africa,Malawi,Frutas,Online,Baja,7/03/2020,829356038,29/03/2020,3737,9.3299999,6.9200001,34866.211,25860.039
C2578,Africa,Lesotho,Cuidado personal,Offline,Alta,9/04/2022,257882010,17/04/2022,1872,81.730003,56.669998,152998.56,106086.24
C7406,Africa,Malawi,CArnicos,Offline,Baja,11/02/2021,740614831,15/02/2021,3241,421.89001,364.69,1367345.5,1181960.3
C5869,Africa,Iraq,CArnicos,Offline,CrItica,19/11/2020,586978328,6/12/2020,8786,421.89001,364.69,3706725.5,3204166.3
C4267,Asia,Turkmenistan,DomEstico,Offline,Media,9/06/2020,426708829,25/06/2020,1480,668.27002,502.54001,989039.63,743759.19
C9598,Africa,United Arab Emirates,Material de oficina,Offline,Baja,19/06/2020,959855163,28/06/2020,1328,651.21002,524.96002,864806.88,697146.88
C7067,Asia,Maldives,DomEstico,Online,Alta,20/01/2022,706778657,7/02/2022,366,668.27002,502.54001,244586.81,183929.64
C9581,Europa,Romania,DomEstico,Online,CrItica,29/05/2022,958153140,1/06/2022,7661,668.27002,502.54001,5119616.5,3849959
C8249,Africa,Lebanon,CosmEticos,Offline,CrItica,28/12/2021,824964940,5/02/2022,4313,437.20001,263.32999,1885643.6,1135742.3
C3885,Europa,Portugal,CosmEticos,Online,Alta,30/03/2020,388512885,3/05/2020,8451,437.20001,263.32999,3694777.3,2225401.8
C2504,Europa,Bosnia and Herzegovina,Material de oficina,Offline,CrItica,22/09/2022,250408303,7/10/2022,236,651.21002,524.96002,153685.56,123890.56
C1825,Africa,Iraq,Snacks,Offline,CrItica,10/07/2022,182575023,24/08/2022,6861,152.58,97.440002,1046851.4,668535.81
C4772,Europa,Moldova ,Ropa,Offline,CrItica,18/09/2021,477249372,6/11/2021,7549,109.28,35.84,824954.75,270556.16
C5969,Africa,Liberia,Cereales,Offline,Alta,6/05/2021,596980178,17/06/2021,8556,205.7,117.11,1759969.3,1001993.2
C5246,Africa,Sudan,Alimento infantil,Online,Baja,1/01/2020,524628770,3/01/2020,8166,255.28,159.42,2084616.5,1301823.8
C3133,Africa,Democratic Republic of the Congo,CosmEticos,Online,Media,18/12/2020,313368976,2/02/2021,1698,437.20001,263.32999,742365.63,447134.34
C5366,Africa,Morocco,Snacks,Offline,Media,13/03/2022,536687123,15/03/2022,6501,152.58,97.440002,991922.56,633457.44
C9383,CentroamErica y Caribe,Saint Vincent and the Grenadines,Frutas,Online,Media,20/08/2020,938382041,29/09/2020,6954,9.3299999,6.9200001,64880.82,48121.68
C8825,Africa,Pakistan,DomEstico,Offline,Baja,12/03/2022,882565057,19/04/2022,9468,668.27002,502.54001,6327180.5,4758048.5
C7036,Europa,Sweden,Cereales,Online,Alta,27/04/2020,703659999,14/05/2020,7485,205.7,117.11,1539664.5,876568.38
C3564,Australia y OceanIa,Palau,Cuidado personal,Online,CrItica,24/04/2020,356403195,3/05/2020,6480,81.730003,56.669998,529610.38,367221.59
C7658,Europa,Poland,Cereales,Offline,CrItica,15/09/2020,765843474,21/10/2020,8958,205.7,117.11,1842660.6,1049071.4
C6773,Africa,Equatorial Guinea,CArnicos,Online,CrItica,15/06/2020,677342164,15/07/2020,9453,421.89001,364.69,3988126.3,3447414.5
C7065,Australia y OceanIa,Kiribati,DomEstico,Offline,Media,30/04/2020,706573092,15/05/2020,9535,668.27002,502.54001,6371954.5,4791719
C1895,Asia,Myanmar,Cereales,Offline,CrItica,6/07/2021,189522588,1/08/2021,2800,205.7,117.11,575960,327908
C3324,CentroamErica y Caribe,Haiti,DomEstico,Online,CrItica,18/04/2021,332489478,26/05/2021,9880,668.27002,502.54001,6602507.5,4965095
C1620,Africa,Mauritius ,Snacks,Online,Media,26/03/2020,162085092,2/05/2020,3435,152.58,97.440002,524112.31,334706.41
C5752,Europa,Luxembourg,Cereales,Online,CrItica,18/09/2020,575233256,5/11/2020,3158,205.7,117.11,649600.63,369833.38
C2891,Australia y OceanIa,Tonga,Ropa,Offline,Baja,31/08/2022,289170300,11/09/2022,773,109.28,35.84,84473.438,27704.32
C7914,Europa,Ukraine,Verduras,Offline,Alta,16/02/2022,791445052,19/02/2022,5033,154.06,90.93,775384,457650.69
C4899,Africa,Sudan,Snacks,Online,Alta,7/04/2021,489918839,21/04/2021,6727,152.58,97.440002,1026405.7,655478.88
C5627,Europa,France,DomEstico,Online,Baja,19/03/2021,562765491,11/04/2021,3669,668.27002,502.54001,2451882.8,1843819.3
C9084,Asia,Laos,Ropa,Offline,Media,25/08/2020,908471333,16/09/2020,5711,109.28,35.84,624098.06,204682.23
C5958,CentroamErica y Caribe,Dominica,CosmEticos,Online,CrItica,31/01/2020,595835196,12/03/2020,9730,437.20001,263.32999,4253956,2562201
C1139,Europa,Estonia,Snacks,Offline,Alta,3/06/2020,113968408,26/06/2020,4639,152.58,97.440002,707818.63,452024.16
C9222,Africa,Afghanistan,Cuidado personal,Offline,CrItica,23/07/2021,922294795,11/09/2021,6380,81.730003,56.669998,521437.41,361554.59
C5005,Africa,Eritrea,Frutas,Online,CrItica,29/11/2020,500550687,16/12/2020,2926,9.3299999,6.9200001,27299.58,20247.92
C8987,Africa,Oman,CArnicos,Online,Alta,8/08/2020,898784911,15/08/2020,9283,421.89001,364.69,3916404.8,3385417.3
C1873,CentroamErica y Caribe,Cuba,Snacks,Offline,Media,18/04/2020,187358796,6/05/2020,2486,152.58,97.440002,379313.88,242235.84
C1069,Africa,Oman,Cereales,Offline,CrItica,23/06/2021,106946170,27/07/2021,6603,205.7,117.11,1358237.1,773277.31
C2185,Europa,Luxembourg,Material de oficina,Offline,Alta,29/04/2020,218533360,2/05/2020,7733,651.21002,524.96002,5035807,4059515.8
C1534,Africa,Namibia,Material de oficina,Offline,Baja,27/07/2020,153419196,7/08/2020,9004,651.21002,524.96002,5863495,4726740
C9632,Asia,India,Frutas,Online,Alta,12/08/2020,963215005,21/08/2020,5580,9.3299999,6.9200001,52061.398,38613.602
C1698,Australia y OceanIa,Palau,Verduras,Offline,Alta,14/09/2020,169844615,19/10/2020,9651,154.06,90.93,1486833,877565.44
C3155,Europa,Serbia,Cuidado personal,Online,Alta,26/06/2021,315544354,4/08/2021,5441,81.730003,56.669998,444692.94,308341.47
C4128,Africa,Mauritania,Verduras,Offline,CrItica,26/07/2022,412863051,5/08/2022,4206,154.06,90.93,647976.38,382451.59
C8946,Asia,Maldives,Frutas,Offline,Alta,10/02/2021,894662034,13/02/2021,9232,9.3299999,6.9200001,86134.563,63885.441
C4641,Africa,Liberia,Cuidado personal,Offline,CrItica,31/10/2021,464115130,9/11/2021,836,81.730003,56.669998,68326.281,47376.121
C1447,Europa,Greece,Bebida,Online,Media,4/04/2021,144708669,5/05/2021,1366,47.450001,31.790001,64816.699,43425.141
C1302,CentroamErica y Caribe,Dominica,Frutas,Offline,Baja,11/08/2020,130241477,23/08/2020,202,9.3299999,6.9200001,1884.66,1397.84
C2348,Asia,Vietnam,Cereales,Offline,CrItica,10/07/2021,234824883,19/07/2021,8756,205.7,117.11,1801109.3,1025415.2
C3428,Asia,Sri Lanka,Cereales,Offline,Alta,24/09/2021,342882716,9/10/2021,5470,205.7,117.11,1125179,640591.69
C8591,Europa,Portugal,DomEstico,Offline,Media,28/03/2022,859151303,6/05/2022,818,668.27002,502.54001,546644.88,411077.72
C4586,NorteamErica,United States of America,CArnicos,Offline,CrItica,26/02/2020,458679473,22/03/2020,2304,421.89001,364.69,972034.56,840245.75
C1368,CentroamErica y Caribe,Jamaica,Snacks,Online,CrItica,30/07/2021,136828553,2/09/2021,9464,152.58,97.440002,1444017.1,922172.19
C9592,Europa,Cyprus,Alimento infantil,Online,Alta,19/02/2020,959272372,1/03/2020,8867,255.28,159.42,2263567.8,1413577.1
C9119,Africa,Iran,Cereales,Offline,Media,18/04/2021,911997258,7/05/2021,9110,205.7,117.11,1873927,1066872.1
C7513,Asia,Sri Lanka,Verduras,Offline,CrItica,4/12/2020,751302039,10/12/2020,5824,154.06,90.93,897245.44,529576.31
C8537,Australia y OceanIa,East Timor,Snacks,Online,Media,2/01/2021,853798043,5/02/2021,6669,152.58,97.440002,1017556,649827.38
C7664,Africa,Niger,CArnicos,Online,CrItica,29/06/2022,766409099,3/07/2022,6338,421.89001,364.69,2673938.8,2311405.3
C5563,Australia y OceanIa,Australia,Frutas,Online,Media,10/01/2021,556371533,9/02/2021,1555,9.3299999,6.9200001,14508.15,10760.6
C3612,Africa,Botswana,Alimento infantil,Online,Media,29/08/2022,361234176,11/09/2022,6075,255.28,159.42,1550826,968476.5
C8388,Europa,Portugal,Frutas,Online,Media,27/05/2022,838858354,16/06/2022,5683,9.3299999,6.9200001,53022.391,39326.359
C9174,Asia,South Korea,Bebida,Offline,Alta,26/10/2022,917417895,28/10/2022,3197,47.450001,31.790001,151697.66,101632.63
C9453,Asia,Philippines,CArnicos,Offline,Media,28/02/2021,945399129,29/03/2021,3466,421.89001,364.69,1462270.8,1264015.5
C4416,CentroamErica y Caribe,Saint Vincent and the Grenadines,CArnicos,Offline,Baja,23/03/2022,441600883,27/03/2022,8369,421.89001,364.69,3530797.5,3052090.5
C3451,CentroamErica y Caribe,Panama,Verduras,Online,CrItica,20/08/2022,345134484,7/10/2022,1818,154.06,90.93,280081.09,165310.73
C7654,Europa,Italy,CArnicos,Offline,CrItica,4/11/2020,765423762,18/11/2020,4756,421.89001,364.69,2006508.9,1734465.6
C5322,Asia,Tajikistan,Alimento infantil,Offline,Media,6/06/2021,532205045,1/07/2021,154,255.28,159.42,39313.121,24550.68
C3455,Europa,Montenegro,Verduras,Online,Media,21/03/2022,345527160,28/04/2022,8020,154.06,90.93,1235561.3,729258.63
C5257,Africa,Sao Tome and Principe,Verduras,Online,CrItica,10/06/2021,525751435,5/07/2021,388,154.06,90.93,59775.281,35280.84
C5635,Africa,Somalia,Verduras,Online,Baja,8/01/2022,563551700,24/02/2022,6326,154.06,90.93,974583.56,575223.19
C4699,Europa,Italy,Alimento infantil,Offline,Baja,25/07/2021,469914281,18/08/2021,6933,255.28,159.42,1769856.3,1105258.9
C3261,Europa,Poland,CArnicos,Online,Alta,14/05/2022,326138007,4/06/2022,339,421.89001,364.69,143020.7,123629.91
C7338,Europa,Ukraine,Material de oficina,Offline,CrItica,29/05/2021,733834207,9/06/2021,6704,651.21002,524.96002,4365712,3519331.8
C5649,Asia,Cambodia,DomEstico,Online,CrItica,12/05/2020,564926707,19/05/2020,3221,668.27002,502.54001,2152497.8,1618681.4
C1116,Europa,Bosnia and Herzegovina,Ropa,Offline,CrItica,19/04/2021,111651837,25/05/2021,9115,109.28,35.84,996087.19,326681.59
C6365,Asia,Philippines,Verduras,Online,Media,28/05/2022,636558425,8/06/2022,639,154.06,90.93,98444.344,58104.27
C3225,Asia,Japan,Snacks,Offline,Alta,9/04/2022,322507798,21/04/2022,6079,152.58,97.440002,927533.81,592337.75
C1226,Asia,Turkmenistan,Ropa,Offline,Alta,25/04/2021,122673785,29/04/2021,754,109.28,35.84,82397.117,27023.359
C6105,Europa,Andorra,Verduras,Offline,Media,12/05/2020,610542714,29/05/2020,2012,154.06,90.93,309968.72,182951.16
C6299,Africa,Kenya,Alimento infantil,Online,Baja,23/01/2022,629913413,9/02/2022,4232,255.28,159.42,1080345,674665.44
C4448,Africa,Mozambique,Ropa,Online,Alta,24/11/2020,444897210,1/01/2021,3826,109.28,35.84,418105.28,137123.84
C3899,Australia y OceanIa,Solomon Islands,Snacks,Offline,Alta,3/10/2021,389917933,18/11/2021,4236,152.58,97.440002,646328.88,412755.84
C4197,Africa,Democratic Republic of the Congo,CosmEticos,Online,Alta,7/05/2021,419711911,1/06/2021,936,437.20001,263.32999,409219.19,246476.88
C5593,Africa,Uganda,Ropa,Offline,Baja,27/01/2021,559327971,15/03/2021,6431,109.28,35.84,702779.69,230487.05
C4541,Europa,Albania,Material de oficina,Online,Alta,29/09/2022,454127442,12/11/2022,5257,651.21002,524.96002,3423411,2759714.8
C7197,Australia y OceanIa,Samoa ,Cereales,Online,CrItica,1/06/2021,719784152,11/07/2021,8981,205.7,117.11,1847391.8,1051764.9
C6922,Asia,Indonesia,Verduras,Online,Alta,16/02/2021,692284429,7/03/2021,1201,154.06,90.93,185026.06,109206.93
C6779,Africa,South Africa,Snacks,Offline,Baja,12/01/2022,677927100,18/01/2022,2549,152.58,97.440002,388926.41,248374.56
C6033,Africa,Malawi,Cereales,Online,Baja,27/10/2021,603323495,6/12/2021,5684,205.7,117.11,1169198.8,665653.25
C4653,Europa,United Kingdom,Ropa,Online,Baja,11/01/2020,465397441,23/02/2020,300,109.28,35.84,32784,10752
C7813,CentroamErica y Caribe,Jamaica,Alimento infantil,Online,Alta,17/04/2022,781385266,22/04/2022,8119,255.28,159.42,2072618.4,1294331
C3388,Asia,Nepal,Material de oficina,Offline,Media,21/10/2021,338835799,26/10/2021,7898,651.21002,524.96002,5143256.5,4146134
C2456,Africa,Mali,Alimento infantil,Online,CrItica,20/09/2020,245610368,22/10/2020,421,255.28,159.42,107472.88,67115.82
C7798,Asia,China,Alimento infantil,Online,Alta,7/03/2020,779882800,21/03/2020,3506,255.28,159.42,895011.69,558926.5
C9401,Africa,Togo,Cuidado personal,Online,Baja,19/09/2021,940139424,2/11/2021,7002,81.730003,56.669998,572273.44,396803.34
C6951,Australia y OceanIa,Solomon Islands,DomEstico,Offline,Alta,16/02/2020,695179069,16/02/2020,7790,668.27002,502.54001,5205823.5,3914786.5
C5341,Africa,Central African Republic,Frutas,Offline,CrItica,12/01/2022,534113061,10/02/2022,4779,9.3299999,6.9200001,44588.07,33070.68
C1163,Africa,Swaziland,CosmEticos,Online,Baja,10/08/2021,116365230,20/08/2021,3912,437.20001,263.32999,1710326.4,1030146.9
C5216,Africa,United Arab Emirates,Cereales,Online,Media,28/12/2021,521671903,6/02/2022,3164,205.7,117.11,650834.81,370536.03
C2000,Australia y OceanIa,Fiji,Bebida,Offline,Baja,12/06/2022,200081908,12/06/2022,7538,47.450001,31.790001,357678.09,239633.02
C8219,Africa,Swaziland,CosmEticos,Offline,CrItica,19/08/2022,821956574,27/09/2022,4071,437.20001,263.32999,1779841.3,1072016.4
C5279,Europa,Vatican City,Verduras,Offline,Alta,7/03/2021,527969729,17/04/2021,6830,154.06,90.93,1052229.8,621051.88
C6791,Asia,Thailand,Bebida,Online,Baja,5/11/2022,679107701,7/11/2022,1915,47.450001,31.790001,90866.75,60877.852
C9066,Europa,Georgia,Verduras,Online,Alta,12/10/2022,906669318,24/10/2022,2454,154.06,90.93,378063.25,223142.22
C4622,Africa,Guinea-Bissau,Snacks,Online,Baja,31/03/2022,462265908,19/04/2022,3610,152.58,97.440002,550813.81,351758.41
C4678,Europa,Estonia,Snacks,Online,Baja,28/06/2021,467821300,9/07/2021,7573,152.58,97.440002,1155488.4,737913.13
C7655,Africa,Swaziland,CosmEticos,Offline,Alta,26/02/2021,765571820,7/04/2021,8569,437.20001,263.32999,3746366.8,2256474.8
C3680,CentroamErica y Caribe,Trinidad and Tobago,CosmEticos,Online,CrItica,9/11/2020,368066298,24/12/2020,7852,437.20001,263.32999,3432894.5,2067667.1
C6081,Africa,Ghana,DomEstico,Online,Media,12/08/2020,608166062,9/09/2020,8707,668.27002,502.54001,5818627,4375616
C1890,Africa,Djibouti,Ropa,Online,Alta,10/04/2022,189044940,12/05/2022,1454,109.28,35.84,158893.13,52111.359
C1341,Australia y OceanIa,New Zealand,Cereales,Offline,CrItica,15/05/2022,134189260,24/05/2022,8439,205.7,117.11,1735902.3,988291.31
C6373,Africa,Syria,Cuidado personal,Offline,Baja,17/02/2022,637397849,21/02/2022,9043,81.730003,56.669998,739084.38,512466.81
C6127,Europa,Albania,Ropa,Online,Alta,26/04/2020,612782037,19/05/2020,4677,109.28,35.84,511102.56,167623.69
C8447,Asia,Taiwan,Material de oficina,Offline,CrItica,24/05/2020,844765651,1/06/2020,3783,651.21002,524.96002,2463527.5,1985923.6
C8380,Africa,Ethiopia,Bebida,Offline,Media,2/07/2020,838085019,21/07/2020,6836,47.450001,31.790001,324368.19,217316.44
C1677,Europa,United Kingdom,Snacks,Offline,Media,11/08/2020,167788970,11/08/2020,1340,152.58,97.440002,204457.2,130569.6
C7292,Africa,Cape Verde,Material de oficina,Offline,Baja,5/02/2021,729238831,16/02/2021,6830,651.21002,524.96002,4447764.5,3585476.8
C8881,Africa,Tanzania,Alimento infantil,Online,Media,24/04/2021,888108432,13/06/2021,9876,255.28,159.42,2521145.3,1574431.9
C4303,CentroamErica y Caribe,Trinidad and Tobago,Snacks,Online,Alta,1/01/2021,430384099,27/01/2021,9074,152.58,97.440002,1384510.9,884170.56
C1123,Africa,Togo,Cereales,Offline,Alta,1/10/2021,112364661,9/11/2021,55,205.7,117.11,11313.5,6441.0498
C3106,Europa,Montenegro,DomEstico,Online,Alta,7/09/2022,310661447,8/09/2022,480,668.27002,502.54001,320769.59,241219.2
C5721,Europa,Russia,Ropa,Offline,Media,23/11/2021,572198283,6/12/2021,5042,109.28,35.84,550989.75,180705.28
C9642,Asia,Nepal,Cereales,Offline,Media,29/09/2020,964211499,7/11/2020,464,205.7,117.11,95444.797,54339.039
C7242,Africa,Kenya,DomEstico,Online,Alta,4/06/2022,724249923,3/07/2022,501,668.27002,502.54001,334803.28,251772.55
C5101,Africa,Zimbabwe,Alimento infantil,Online,CrItica,11/12/2021,510174882,12/12/2021,940,255.28,159.42,239963.2,149854.8
C1501,Africa,Turkey,Bebida,Offline,Alta,15/11/2021,150160205,22/11/2021,4596,47.450001,31.790001,218080.2,146106.84
C8926,Europa,Portugal,Bebida,Online,Media,27/04/2022,892692220,11/05/2022,6320,47.450001,31.790001,299884,200912.8
C4565,CentroamErica y Caribe,Costa Rica,DomEstico,Online,Media,11/05/2022,456569755,9/06/2022,7991,668.27002,502.54001,5340145.5,4015797.3
C6809,NorteamErica,Canada,Material de oficina,Online,Media,23/06/2021,680904138,11/07/2021,3520,651.21002,524.96002,2292259.3,1847859.3
C7751,CentroamErica y Caribe,Trinidad and Tobago,DomEstico,Online,Media,25/12/2020,775119197,2/02/2021,3850,668.27002,502.54001,2572839.5,1934779
C4689,Africa,Iran,CArnicos,Online,Baja,7/08/2022,468951261,19/08/2022,1954,421.89001,364.69,824373.06,712604.25
C4624,Africa,Burundi,Material de oficina,Online,Baja,16/04/2021,462449157,31/05/2021,7837,651.21002,524.96002,5103533,4114111.5
C1759,Africa,Cameroon,CosmEticos,Offline,Alta,3/01/2021,175974214,13/01/2021,3535,437.20001,263.32999,1545502,930871.56
C9002,Asia,Maldives,CosmEticos,Offline,Baja,24/10/2021,900200259,10/11/2021,8116,437.20001,263.32999,3548315.3,2137186.3
C8461,CentroamErica y Caribe,Nicaragua,Cereales,Offline,CrItica,25/04/2021,846113622,3/06/2021,2678,205.7,117.11,550864.63,313620.59
C9950,Europa,Ukraine,Alimento infantil,Offline,Alta,22/10/2021,995013129,27/11/2021,5351,255.28,159.42,1366003.3,853056.44
C1485,Africa,Madagascar,Cuidado personal,Online,CrItica,9/04/2020,148510110,14/05/2020,6297,81.730003,56.669998,514653.81,356851
C7785,Australia y OceanIa,Australia,Ropa,Online,Media,27/03/2021,778528392,14/05/2021,2707,109.28,35.84,295820.97,97018.883
C4773,Africa,Somalia,Bebida,Online,Media,22/01/2021,477304303,23/01/2021,3805,47.450001,31.790001,180547.25,120960.95
C5073,Europa,San Marino,Snacks,Offline,Alta,13/10/2020,507386672,22/10/2020,5846,152.58,97.440002,891982.69,569634.25
C8516,Africa,Turkey,Snacks,Offline,CrItica,10/11/2021,851636826,10/11/2021,7117,152.58,97.440002,1085911.9,693480.5
C6632,CentroamErica y Caribe,Grenada,CArnicos,Online,Alta,4/11/2021,663228595,15/12/2021,2934,421.89001,364.69,1237825.3,1070000.5
C5156,Europa,Lithuania,Cereales,Offline,Baja,25/07/2021,515648305,3/08/2021,647,205.7,117.11,133087.91,75770.172
C1526,Australia y OceanIa,Papua New Guinea,Bebida,Online,Alta,23/10/2020,152694785,16/11/2020,4635,47.450001,31.790001,219930.75,147346.66
C7384,Europa,Serbia,Cereales,Online,Alta,23/08/2022,738479363,7/09/2022,1309,205.7,117.11,269261.31,153296.98
C8074,Europa,Ukraine,Snacks,Offline,Media,5/07/2020,807425868,7/07/2020,4112,152.58,97.440002,627408.94,400673.28
C3142,NorteamErica,Greenland,Bebida,Offline,CrItica,24/07/2022,314270627,12/08/2022,8517,47.450001,31.790001,404131.66,270755.44
C1840,Europa,Lithuania,DomEstico,Offline,Baja,15/08/2021,184062469,20/09/2021,7030,668.27002,502.54001,4697938,3532856.3
C9621,Africa,South Sudan,Cuidado personal,Offline,Baja,10/05/2022,962162721,15/06/2022,4185,81.730003,56.669998,342040.06,237163.95
C5642,Asia,Maldives,Ropa,Online,CrItica,7/09/2022,564245212,19/10/2022,1552,109.28,35.84,169602.56,55623.68
C1262,Asia,Kazakhstan,DomEstico,Offline,Media,3/12/2020,126296269,12/01/2021,2728,668.27002,502.54001,1823040.5,1370929.1
